,Unnamed: 0,PROPERTY LEVEL LATITUDE,PROPERTY LEVEL LONGITUDE,ORIGINAL APN,ind,address,type,delivery_point_barcode,record_type,rdi,dpv_match_code,dpv_footnotes,footnotes,1br_rent_estimate,search_radius,1br_affordable_75,1br_affordable_80,1br_affordable_85,1br_affordable_90,1br_affordable_95,1br_affordable_100
132,132,42.914628,-85.680515,41-17-12-376-026,0.0,"2710 Noel Ave SW, Wyoming, MI 49509, USA",premise,495092000000.0,H,Residential,D,AAN1,H#,1000,3.0,1,0,0,0,0,0
133,133,42.91483,-85.57852199999998,41-18-11-376-036,0.0,"3665 28th St SE, Grand Rapids, MI 49512, USA",establishment,495122000000.0,H,Residential,D,AAN1,LI#H#,1133,3.0,1,1,1,0,0,0
134,134,42.914865,-85.60310799999998,41-18-10-377-036,0.0,"2624 Woodmeadow Dr SE, Grand Rapids, MI 49546, USA",premise,495468000000.0,H,Residential,D,AAN1,H#,1133,3.0,1,1,1,0,0,0
135,135,42.914925,-85.685118,41-17-12-351-029,0.0,"2700 Clyde Park Ave SW, Wyoming, MI 49509, USA",street_address,495092000000.0,H,Residential,D,AAN1,H#,1000,3.0,1,0,0,0,0,0
136,136,42.915163,-85.710844,41-17-10-476-021,0.0,"2708 Meyer Ave SW, Wyoming, MI 49519, USA",street_address,495192000000.0,H,Residential,D,AAN1,H#,890,3.0,0,0,0,0,0,0
137,137,42.915255,-85.682912,41-17-12-353-088,0.0,"2680 Woodward Ave SW, Wyoming, MI 49509, USA",premise,495092000000.0,H,Residential,D,AAN1,H#,1000,3.0,1,0,0,0,0,0
138,138,42.915303,-85.682425,41-17-12-353-114,0.0,"2651 Longstreet Ave SW, Wyoming, MI 49509, USA",street_address,495097000000.0,H,Residential,D,AAN1,H#,1000,3.0,1,0,0,0,0,0
139,139,42.915993,-85.683686,41-17-12-352-021,0.0,"2633 Woodward Ave SW, Wyoming, MI 49509, USA",premise,495092000000.0,H,Residential,D,AAN1,H#,1000,3.0,1,0,0,0,0,0
140,140,42.916451,-85.618535,41-18-09-326-006,0.0,"2000 Saginaw Rd SE, Grand Rapids, MI 49506, USA",establishment,495068000000.0,H,Residential,D,AAN1,H#,1375,3.0,1,1,1,1,1,1
141,141,42.918452,-85.575976,41-18-11-401-004,0.0,"3706 Camelot Ct SE, Grand Rapids, MI 49546, USA",street_address,495466000000.0,H,Residential,D,AAN1,H#L#,1133,3.0,1,1,1,0,0,0
142,142,42.918746,-85.573658,41-18-11-401-006,0.0,"3816 Camelot Dr SE, Grand Rapids, MI 49546, USA",premise,495466000000.0,H,Residential,D,AAN1,H#,1029,3.0,1,1,0,0,0,0
143,143,42.919302,-85.68556099999998,41-17-12-301-073,0.0,"2444 Clyde Park Ave SW, Wyoming, MI 49509, USA",premise,495092000000.0,H,Residential,D,AAN1,H#,900,3.0,0,0,0,0,0,0
144,144,42.91968,-85.562599,41-18-12-326-001,0.0,"4256 Oak Forest Ct SE, Grand Rapids, MI 49546, USA",street_address,495462000000.0,H,Residential,D,AAN1,H#,1029,5.0,1,1,0,0,0,0
145,145,42.920062,-85.724746,41-17-10-302-012,0.0,"2440 Byron Center Ave SW, Wyoming, MI 49519, USA",establishment,495192000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
146,146,42.920561,-85.686538,41-17-11-426-051,0.0,"2405 Clyde Park Ave SW, Wyoming, MI 49509, USA",street_address,495092000000.0,H,Residential,D,AAN1,LI#H#,900,5.0,0,0,0,0,0,0
147,147,42.920583,-85.708762,41-17-10-427-035,0.0,"1720 Porter St SW, Wyoming, MI 49519, USA",premise,495192000000.0,H,Residential,D,AAN1,H#,890,5.0,0,0,0,0,0,0
148,148,42.92075,-85.71391700000002,41-17-10-402-002,0.0,"1920 Porter St SW, Wyoming, MI 49519, USA",premise,495192000000.0,H,Residential,D,AAN1,H#,890,5.0,0,0,0,0,0,0
149,149,42.920869,-85.562979,41-18-12-176-005,0.0,"4252 La Grange Ct SE, Grand Rapids, MI 49546, USA",street_address,495462000000.0,H,Residential,D,AAN1,H#,1029,5.0,1,1,0,0,0,0
150,150,42.92088,-85.587722,41-18-11-100-081,0.0,"2303 Valleywood Dr SE, Grand Rapids, MI 49546, USA",street_address,495468000000.0,H,Residential,D,AAN1,H#,1133,5.0,1,1,1,0,0,0
151,151,42.920951,-85.694769,41-17-11-252-054,0.0,"1141 Alger St SW, Wyoming, MI 49509, USA",premise,495092000000.0,H,Residential,D,AAN1,H#,900,5.0,0,0,0,0,0,0
152,152,42.920988,-85.694276,41-17-11-252-034,0.0,"1123 Alger St SW, Wyoming, MI 49509, USA",premise,495092000000.0,H,Residential,D,AAN1,H#,900,5.0,0,0,0,0,0,0
153,153,42.922201,-85.58801600000002,41-18-11-100-080,0.0,"2250 Raybrook St SE, Grand Rapids, MI 49546, USA",premise,495468000000.0,H,Residential,D,AAN1,H#,1133,5.0,1,1,1,0,0,0
154,154,42.922783,-85.694099,41-17-11-252-051,0.0,"2300 Newstead Ave SW, Wyoming, MI 49509, USA",street_address,495092000000.0,H,Residential,D,AAN1,H#,900,5.0,0,0,0,0,0,0
155,155,42.923024,-85.571504,41-18-11-240-039,0.0,"3986 Whispering Way Dr SE, Grand Rapids, MI 49546, USA",street_address,495468000000.0,H,Residential,D,AAN1,H#L#,1029,5.0,1,1,0,0,0,0
156,156,42.923378,-85.72439,41-17-10-151-036,0.0,"2260 Byron Center Ave SW, Wyoming, MI 49519, USA",premise,495192000000.0,H,Residential,D,AAN1,H#,1300,5.0,1,1,1,1,1,1
157,157,42.923981,-85.343153,41-20-11-177-003,0.0,"2287 Segwun Ave SE, Lowell, MI 49331, USA",street_address,493319000000.0,H,Residential,D,AAN1,H#,1200,5.0,1,1,1,1,0,0
158,158,42.924575,-85.714439,41-17-10-201-015,0.0,"1921 Farragut St SW, Wyoming, MI 49519, USA",establishment,495192000000.0,H,Residential,D,AAN1,H#,890,5.0,0,0,0,0,0,0
159,159,42.924681,-85.66615999999998,41-18-07-103-005,0.0,"2132 Division St, Grand Rapids, MI 49507, USA",street_address,495073000000.0,H,Residential,D,AAN1,H#L#,900,5.0,0,0,0,0,0,0
160,160,42.925314,-85.671131,41-17-12-229-030,0.0,"2114 Buchanan Ave SW, Grand Rapids, MI 49507, USA",premise,495073000000.0,H,Residential,D,AAN1,H#,900,5.0,0,0,0,0,0,0
161,161,42.925359,-85.574637,41-18-11-201-008,0.0,"3770 Whispering Way Dr SE, Grand Rapids, MI 49546, USA",street_address,495468000000.0,H,Residential,D,AAN1,H#L#,1029,5.0,1,1,0,0,0,0
162,162,42.925364,-85.64869200000003,41-18-07-227-044,0.0,"2055 Eastern Ave SE, Grand Rapids, MI 49507, USA",street_address,495073000000.0,H,Residential,D,AAN1,H#,999,5.0,1,0,0,0,0,0
163,163,42.925887,-85.66695,41-17-12-228-060,0.0,"2059 Division Ave S, Grand Rapids, MI 49507, USA",street_address,495073000000.0,H,Residential,D,AAN1,H#,900,5.0,0,0,0,0,0,0
164,164,42.926031,-85.66622,41-18-07-101-012,0.0,"2052 Division Ave S, Grand Rapids, MI 49507, USA",premise,495073000000.0,H,Residential,D,AAN1,H#,900,5.0,0,0,0,0,0,0
165,165,42.92642100000001,-85.619344,41-18-09-127-036,0.0,"1960 Burton St SE, Grand Rapids, MI 49506, USA",establishment,495065000000.0,H,Residential,D,AAN1,H#,1400,5.0,1,1,1,1,1,1
166,166,42.926474,-85.666239,41-18-07-101-009,0.0,"2032 Division Ave S, Grand Rapids, MI 49507, USA",premise,495073000000.0,H,Residential,D,AAN1,H#,900,5.0,0,0,0,0,0,0
167,167,42.926752,-85.64877800000002,41-18-07-227-024,0.0,"2017 Eastern Ave SE, Grand Rapids, MI 49507, USA",beauty_salon,495073000000.0,H,Residential,D,AAN1,I#,900,5.0,0,0,0,0,0,0
168,168,42.927011,-85.6492,41-18-07-227-039,0.0,"736 Burton St SE, Grand Rapids, MI 49507, USA",premise,495073000000.0,H,Residential,D,AAN1,H#,900,5.0,0,0,0,0,0,0
169,169,42.927243,-85.665894,41-18-07-101-016,0.0,"14 Burton St SE, Grand Rapids, MI 49507, USA",premise,495073000000.0,H,Residential,D,AAN1,H#,900,5.0,0,0,0,0,0,0
170,170,42.927254,-85.686971,41-17-11-229-018,0.0,"2027 Clyde Park Ave SW, Wyoming, MI 49509, USA",premise,495092000000.0,H,Residential,D,AAN1,H#,900,5.0,0,0,0,0,0,0
171,171,42.9274,-85.674369,41-17-12-203-001,0.0,"326 Burton St SW, Grand Rapids, MI 49507, USA",premise,495072000000.0,H,Residential,D,AAN1,H#,900,5.0,0,0,0,0,0,0
172,172,42.927407,-85.674944,41-17-12-202-006,0.0,"338 Burton St SW, Grand Rapids, MI 49507, USA",street_address,495072000000.0,H,Residential,D,AAN1,H#,900,5.0,0,0,0,0,0,0
173,173,42.927494,-85.677868,41-17-12-130-002,0.0,"448 Burton St SW, Grand Rapids, MI 49507, USA",premise,495072000000.0,H,Residential,D,AAN1,H#,900,5.0,0,0,0,0,0,0
174,174,42.927734,-85.63505699999997,41-18-05-459-016,0.0,"1911 Kalamazoo Ave SE, Grand Rapids, MI 49507, USA",establishment,495073000000.0,H,Residential,D,AAN1,H#,1400,5.0,1,1,1,1,1,1
175,175,42.927918,-85.718986,41-17-10-126-064,0.0,"2130 Burton St SW, Wyoming, MI 49519, USA",premise,495191000000.0,H,Residential,D,AAN1,H#,890,5.0,0,0,0,0,0,0
176,176,42.928744,-85.351573,41-20-11-101-017,0.0,"1112 Bowes Rd, Lowell, MI 49331, USA",street_address,493320000000.0,H,Residential,D,AAN1,H#,1200,5.0,1,1,1,1,0,0
177,177,42.930211,-85.35888800000002,41-20-03-451-001,0.0,"1800 W Main St, Lowell, MI 49331, USA",establishment,493312000000.0,H,Residential,D,AAN1,H#,1200,5.0,1,1,1,1,0,0
178,178,42.93051,-85.345445,41-20-02-382-011,0.0,"725 Bowes Rd, Lowell, MI 49331, USA",premise,493312000000.0,H,Residential,D,AAN1,H#,1200,5.0,1,1,1,1,0,0
179,179,42.930965,-85.34313,41-20-02-381-016,0.0,"451 Grand, Lowell, MI 49331, USA",street_address,493312000000.0,H,Residential,D,AAN1,H#L#,1200,5.0,1,1,1,1,0,0
180,180,42.932139,-85.356186,41-20-03-476-001,0.0,"1436 Deborah Dr, Lowell, MI 49331, USA",premise,493311000000.0,H,Residential,D,AAN1,H#,1200,5.0,1,1,1,1,0,0
181,181,42.932148,-85.355834,41-20-03-476-004,0.0,"1436 Deborah Dr, Lowell, MI 49331, USA",premise,493311000000.0,H,Residential,D,AAN1,H#,1200,5.0,1,1,1,1,0,0
182,182,42.932208,-85.380156,41-20-04-401-032,0.0,"11521 Boulder Dr SE, Lowell, MI 49331, USA",street_address,493319000000.0,H,Residential,D,AAN1,H#L#,1200,5.0,1,1,1,1,0,0
183,183,42.932392,-85.37857199999998,41-20-04-401-033,0.0,"11515 Boulder Dr SE, Lowell, MI 49331, USA",street_address,493319000000.0,H,Residential,D,AAN1,H#L#,1200,5.0,1,1,1,1,0,0
184,184,42.932407,-85.35793199999998,41-20-03-401-015,0.0,"1501 Deborah Dr, Lowell, MI 49331, USA",street_address,493311000000.0,H,Residential,D,AAN1,H#,1200,5.0,1,1,1,1,0,0
185,185,42.932589,-85.35516199999998,41-20-03-477-019,0.0,"171 Valley Vista Dr, Lowell, MI 49331, USA",premise,493312000000.0,H,Residential,D,AAN1,H#L#,1200,5.0,1,1,1,1,0,0
186,186,42.932642,-85.356434,41-20-03-432-003,0.0,"1451 Deborah Dr, Lowell, MI 49331, USA",premise,493311000000.0,H,Residential,D,AAN1,H#,1200,5.0,1,1,1,1,0,0
187,187,42.932659,-85.355953,41-20-03-432-006,0.0,"168 Valley Vista Dr, Lowell, MI 49331, USA",premise,493312000000.0,H,Residential,D,AAN1,H#L#,1200,5.0,1,1,1,1,0,0
188,188,42.934353,-85.349351,41-20-02-305-023,0.0,"201 N Center St, Lowell, MI 49331, USA",street_address,493311000000.0,H,Residential,D,AAN1,H#,1200,0.75,1,1,1,1,0,0
189,189,42.934743,-85.337549,41-20-02-406-009,0.0,"209 E Main St, Lowell, MI 49331, USA",establishment,493312000000.0,H,Residential,D,AAN1,H#,1200,0.75,1,1,1,1,0,0
190,190,42.934759,-85.33747,41-20-02-406-010,0.0,"209 E Main St, Lowell, MI 49331, USA",establishment,493312000000.0,H,Residential,D,AAN1,H#,1200,0.75,1,1,1,1,0,0
191,191,42.934868,-85.333786,41-20-02-432-008,0.0,"504 E Main St, Lowell, MI 49331, USA",premise,493312000000.0,H,Residential,D,AAN1,H#,1200,0.75,1,1,1,1,0,0
192,192,42.934951,-85.333457,41-20-02-432-002,0.0,"512 E Main St, Lowell, MI 49331, USA",premise,493312000000.0,H,Residential,D,AAN1,H#,1200,0.75,1,1,1,1,0,0
193,193,42.934963,-85.336709,41-20-02-407-007,0.0,"307 E Main St, Lowell, MI 49331, USA",establishment,493312000000.0,H,Residential,D,AAN1,H#,1200,0.75,1,1,1,1,0,0
194,194,42.935145,-85.63926,41-18-05-256-007,0.0,"1548 Kalamazoo Ave SE, Grand Rapids, MI 49507, USA",establishment,495072000000.0,H,Residential,D,AAN1,H#,1400,0.75,1,1,1,1,1,1
195,195,42.935499,-85.334692,41-20-02-427-007,0.0,"112 N Jefferson St, Lowell, MI 49331, USA",premise,493311000000.0,H,Residential,D,AAN1,H#,1200,0.75,1,1,1,1,0,0
196,196,42.935572,-85.62092,41-18-04-177-028,0.0,"1919 Boston St SE, Grand Rapids, MI 49506, USA",establishment,495064000000.0,H,Residential,D,AAN1,H#,1400,0.75,1,1,1,1,1,1
197,197,42.935713,-85.699713,41-17-02-182-016,0.0,"1303 Chicago Dr SW, Wyoming, MI 49509, USA",premise,495091000000.0,H,Residential,D,AAN1,H#,900,0.75,0,0,0,0,0,0
198,198,42.936394,-85.68656,41-17-01-155-015,0.0,"1531 Grandville Ave SW, Grand Rapids, MI 49503, USA",premise,495038000000.0,H,Residential,D,AAN1,H#,900,0.75,0,0,0,0,0,0
199,199,42.936444,-85.686458,41-17-01-155-014,0.0,"1529 Grandville Ave SW, Grand Rapids, MI 49503, USA",premise,495038000000.0,H,Residential,D,AAN1,H#,900,0.75,0,0,0,0,0,0
200,200,42.942381,-85.642636,41-14-32-382-017,0.0,"1050 Fisk Rd SE, Grand Rapids, MI 49507, USA",church,495071000000.0,H,Residential,D,AAN1,H#L#,1400,0.75,1,1,1,1,1,1
201,201,42.9438,-85.556619,41-14-36-451-038,0.0,"1055 Forest Hill Ave SE, Grand Rapids, MI 49546, USA",street_address,495464000000.0,H,Residential,D,AAN1,H#,1389,0.75,1,1,1,1,1,1
202,202,42.944507,-85.67061899999999,41-13-36-476-046,0.0,"117 Shelby St SW, Grand Rapids, MI 49507, USA",street_address,495071000000.0,H,Residential,D,AAN1,H#,1400,0.75,1,1,1,1,1,1
203,203,42.945418,-85.668098,41-13-36-440-005,0.0,"6 Delaware St SW, Grand Rapids, MI 49507, USA",street_address,495072000000.0,H,Residential,D,AAN1,H#,1400,0.75,1,1,1,1,1,1
204,204,42.946159,-85.667079,41-14-31-301-037,0.0,"920 Division Ave S, Grand Rapids, MI 49507, USA",premise,495071000000.0,H,Residential,D,AAN1,H#,1400,0.75,1,1,1,1,1,1
205,205,42.946544,-85.667089,41-14-31-301-034,0.0,"906 Division Ave S, Grand Rapids, MI 49507, USA",establishment,495071000000.0,H,Residential,D,AAN1,H#,1400,0.75,1,1,1,1,1,1
206,206,42.947926,-85.648889,41-14-32-301-004,0.0,"812 Eastern Ave SE, Grand Rapids, MI 49507, USA",premise,495071000000.0,H,Residential,D,AAN1,H#,1400,0.75,1,1,1,1,1,1
207,207,42.950521,-85.659475,41-14-31-179-020,0.0,"635 Madison Ave SE, Grand Rapids, MI 49503, USA",premise,495036000000.0,H,Residential,D,AAN1,H#,1250,0.75,1,1,1,1,1,0
208,208,42.950611,-85.658676,41-14-31-251-014,0.0,"630 Madison Ave SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1250,0.75,1,1,1,1,1,0
209,209,42.951366,-85.66148299999998,41-14-31-178-001,0.0,"300 Pleasant St SE, Grand Rapids, MI 49503, USA",street_address,495035000000.0,H,Residential,D,AAN1,H#,1400,0.75,1,1,1,1,1,1
210,210,42.95140900000001,-85.639827,41-14-32-177-043,0.0,"613 Fuller Ave SE, Grand Rapids, MI 49506, USA",establishment,495063000000.0,H,Residential,D,AAN1,H#,1400,0.75,1,1,1,1,1,1
211,211,42.952085,-85.655775,41-14-31-207-023,0.0,"561 Paris Ave SE, Grand Rapids, MI 49503, USA",street_address,495035000000.0,H,Residential,D,AAN1,H#,1250,0.75,1,1,1,1,1,0
212,212,42.952225,-85.658726,41-14-31-205-014,0.0,"558 Madison Ave SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1400,0.75,1,1,1,1,1,1
213,213,42.952449,-85.655057,41-14-31-208-041,0.0,"550 Paris Ave SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1200,0.75,1,1,1,1,0,0
214,214,42.9528,-85.656273,41-14-31-207-005,0.0,"532 College Ave SE, Grand Rapids, MI 49503, USA",premise,495036000000.0,H,Residential,D,AAN1,H#,1200,0.75,1,1,1,1,0,0
215,215,42.953317,-85.658705,41-14-31-205-003,0.0,"520 Madison Ave SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1250,0.75,1,1,1,1,1,0
216,216,42.953691,-85.656276,41-14-31-207-033,0.0,"504 College Ave SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1200,0.75,1,1,1,1,0,0
217,217,42.95411,-85.65469399999998,41-14-31-204-019,0.0,"549 Logan St SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1200,0.75,1,1,1,1,0,0
218,218,42.954134,-85.65629799999998,41-14-31-203-014,0.0,"456 College Ave SE, Grand Rapids, MI 49503, USA",street_address,495035000000.0,H,Residential,D,AAN1,H#,1200,0.75,1,1,1,1,0,0
219,219,42.954254,-85.65507099999998,41-14-31-204-011,0.0,"444 Paris Ave SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1200,0.75,1,1,1,1,0,0
220,220,42.95492700000001,-85.657035,41-14-31-202-015,0.0,"425 College Ave SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1250,0.75,1,1,1,1,1,0
221,221,42.954977,-85.487462,41-15-34-101-045,0.0,"545 Ada Dr SE, Ada, MI 49301, USA",establishment,493019000000.0,H,Residential,D,AAN1,H#,1435,0.75,1,1,1,1,1,1
222,222,42.955055,-85.660067,41-14-31-129-004,0.0,"424 Prospect Ave SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1400,0.75,1,1,1,1,1,1
223,223,42.955241,-85.632729,41-14-32-228-001,0.0,"400 Ethel Ave SE, Grand Rapids, MI 49506, USA",street_address,495063000000.0,H,Residential,D,AAN1,H#,1400,0.75,1,1,1,1,1,1
224,224,42.955248,-85.630301,41-14-32-230-004,0.0,"1566 Wealthy St SE, Grand Rapids, MI 49506, USA",premise,495063000000.0,H,Residential,D,AAN1,H#,1400,0.75,1,1,1,1,1,1
225,225,42.955268,-85.661405,41-14-31-128-004,0.0,"416 Lafayette Ave SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1400,0.75,1,1,1,1,1,1
226,226,42.955286,-85.645318,41-14-32-102-006,0.0,"934 Wealthy St SE, Grand Rapids, MI 49506, USA",street_address,495062000000.0,H,Residential,D,AAN1,H#,1400,0.75,1,1,1,1,1,1
227,227,42.955306,-85.648328,41-14-32-101-010,0.0,"822 Wealthy St SE, Grand Rapids, MI 49506, USA",premise,495062000000.0,H,Residential,D,AAN1,H#,1200,0.75,1,1,1,1,0,0
228,228,42.95533,-85.649835,41-14-31-229-004,0.0,"746 Wealthy St SE, Grand Rapids, MI 49503, USA",premise,495036000000.0,H,Residential,D,AAN1,H#,1200,0.75,1,1,1,1,0,0
229,229,42.955391,-85.634535,41-95-51-014-028,0.0,"1400 Wealthy St SE, Grand Rapids, MI 49506, USA",premise,495063000000.0,H,Residential,D,AAN1,H#,1400,0.75,1,1,1,1,1,1
230,230,42.955549,-85.659497,41-14-31-129-010,0.0,"407 Madison Ave SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1400,0.75,1,1,1,1,1,1
231,231,42.955664,-85.634341,41-95-51-014-027,0.0,"1415 Wealthy St SE, Grand Rapids, MI 49506, USA",establishment,495063000000.0,H,Residential,D,AAN1,H#,1400,0.75,1,1,1,1,1,1
232,232,42.955733,-85.666325,41-14-31-102-040,0.0,"100 Wealthy St SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1400,0.75,1,1,1,1,1,1
233,233,42.955784,-85.644243,41-14-29-379-041,0.0,"1005 Wealthy St SE, Grand Rapids, MI 49506, USA",bar,495063000000.0,H,Residential,D,AAN1,H#,1400,0.33,1,1,1,1,1,1
234,234,42.955861,-85.645551,41-14-29-359-024,0.0,"933 Wealthy St SE, Grand Rapids, MI 49506, USA",premise,495062000000.0,H,Residential,D,AAN1,H#,1400,0.33,1,1,1,1,1,1
235,235,42.955887,-85.657045,41-14-30-452-039,0.0,"353 College Ave SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1200,0.33,1,1,1,1,0,0
236,236,42.955918,-85.658771,41-14-30-451-021,0.0,"356 Madison Ave SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1300,0.33,1,1,1,1,1,1
237,237,42.955989,-85.65953499999998,41-14-30-381-066,0.0,"357 Madison Ave SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1200,0.33,1,1,1,1,0,0
238,238,42.956051,-85.655118,41-14-30-454-020,0.0,"342 Paris Ave SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1200,0.33,1,1,1,1,0,0
239,239,42.956219,-85.64197800000002,41-14-29-381-035,0.0,"1059 Wealthy St SE, Grand Rapids, MI 49506, USA",premise,495062000000.0,H,Residential,D,AAN1,H#,1400,0.33,1,1,1,1,1,1
240,240,42.956387,-85.63364200000002,41-14-29-483-020,0.0,"1448 Lake Dr SE, Grand Rapids, MI 49506, USA",street_address,495062000000.0,H,Residential,D,AAN1,H#,1400,0.33,1,1,1,1,1,1
241,241,42.95641,-85.655827,41-14-30-453-039,0.0,"333 Paris Ave SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1200,0.33,1,1,1,1,0,0
242,242,42.956476,-85.668634,41-13-25-486-014,0.0,"344 Commerce Ave SW, Grand Rapids, MI 49503, USA",premise,495034000000.0,H,Residential,D,AAN1,H#,1684,0.33,1,1,1,1,1,1
243,243,42.956502,-85.658783,41-14-30-451-017,0.0,"334 Madison Ave SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1200,0.33,1,1,1,1,0,0
244,244,42.956568,-85.669344,41-13-25-485-011,0.0,"333 Commerce Ave SW, Grand Rapids, MI 49503, USA",establishment,495036000000.0,H,Residential,D,AAN1,H#,2050,0.33,1,1,1,1,1,1
245,245,42.956693,-85.668079,41-13-25-486-021,0.0,"339 Division St, Grand Rapids, MI 49503, USA",street_address,495035000000.0,H,Residential,D,AAN1,H#L#,1684,0.33,1,1,1,1,1,1
246,246,42.95671,-85.644715,41-14-29-358-029,0.0,"337 Diamond Ave SE, Grand Rapids, MI 49506, USA",beauty_salon,495063000000.0,H,Residential,D,AAN1,H#,1400,0.33,1,1,1,1,1,1
247,247,42.95711,-85.641411,41-14-29-382-009,0.0,"322 Calkins Ave SE, Grand Rapids, MI 49506, USA",premise,495062000000.0,H,Residential,D,AAN1,H#,1400,0.33,1,1,1,1,1,1
248,248,42.957329,-85.669531,41-13-25-482-002,0.0,"315 Commerce Ave SW, Grand Rapids, MI 49503, USA",establishment,495034000000.0,H,Residential,D,AAN1,H#,2550,0.33,1,1,1,1,1,1
249,249,42.957959,-85.649714,41-14-30-482-036,0.0,"253 Eastern Ave SE, Grand Rapids, MI 49503, USA",street_address,495036000000.0,H,Residential,D,AAN1,H#,1200,0.33,1,1,1,1,0,0
250,250,42.958208,-85.691548,41-13-26-480-002,0.0,"934 Butterworth St SW, Grand Rapids, MI 49504, USA",premise,495046000000.0,H,Residential,D,AAN1,H#,2050,0.33,1,1,1,1,1,1
251,251,42.958227,-85.652182,41-14-30-477-023,0.0,"241 Henry Ave SE, Grand Rapids, MI 49503, USA",premise,495036000000.0,H,Residential,D,AAN1,H#,1200,0.33,1,1,1,1,0,0
252,252,42.958501,-85.669791,41-13-25-488-001,0.0,"240 Ionia Ave SW, Grand Rapids, MI 49503, USA",street_address,495034000000.0,H,Residential,D,AAN1,H#,1875,0.33,1,1,1,1,1,1
253,253,42.958596,-85.66816800000002,41-13-25-481-007,0.0,"14 Williams St SW, Grand Rapids, MI 49503, USA",premise,495034000000.0,H,Residential,D,AAN1,H#,1400,0.33,1,1,1,1,1,1
254,254,42.958756,-85.657108,41-14-30-452-024,0.0,"219 College Ave SE, Grand Rapids, MI 49503, USA",premise,495036000000.0,H,Residential,D,AAN1,H#,1300,0.33,1,1,1,1,1,1
255,255,42.958925,-85.657604,41-14-30-452-001,0.0,"434 Cherry St SE, Grand Rapids, MI 49503, USA",establishment,495035000000.0,H,Residential,D,AAN1,H#,1200,0.33,1,1,1,1,0,0
256,256,42.959032,-85.687895,41-13-26-483-021,0.0,"812 Butterworth St SW, Grand Rapids, MI 49504, USA",premise,495046000000.0,H,Residential,D,AAN1,H#,2550,0.33,1,1,1,1,1,1
257,257,42.959065,-85.658276,41-14-30-451-002,0.0,"205 Morris Ave SE, Grand Rapids, MI 49503, USA",street_address,495035000000.0,H,Residential,D,AAN1,H#,1300,0.33,1,1,1,1,1,1
258,258,42.95908,-85.67297099999998,41-13-25-454-010,0.0,"212 Grandville Ave SW, Grand Rapids, MI 49503, USA",street_address,495034000000.0,H,Residential,D,AAN1,H#,2550,0.33,1,1,1,1,1,1
259,259,42.959189,-85.648382,41-14-29-351-002,0.0,"822 Cherry St SE, Grand Rapids, MI 49506, USA",premise,495061000000.0,H,Residential,D,AAN1,H#,1200,0.33,1,1,1,1,0,0
260,260,42.959191,-85.66074499999998,41-14-30-377-047,0.0,"322 Cherry St SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1360,0.33,1,1,1,1,1,1
261,261,42.959199,-85.65334399999998,41-14-30-476-003,0.0,"624 Cherry St SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1200,0.33,1,1,1,1,0,0
262,262,42.959377,-85.67298000000002,41-13-25-454-002,0.0,"206 Grandville Ave SW, Grand Rapids, MI 49503, USA",street_address,495034000000.0,H,Residential,D,AAN1,H#,2550,0.33,1,1,1,1,1,1
263,263,42.959612,-85.66064300000002,41-14-30-334-021,0.0,"319 Cherry St SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1360,0.33,1,1,1,1,1,1
264,264,42.959795,-85.653582,41-14-30-432-022,0.0,"617 Cherry St SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1200,0.33,1,1,1,1,0,0
